Category	Mod	DevURL
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/126/details","link")
Custom Tank Skins	----Panther 8.8 Premium	
Custom Tank Skins	------Panther F dark yellow dunkelgelb	=HYPERLINK("https://drive.google.com/file/d/1rGPLpXNo4ncJK3vlTXg-EcmXtIK58B3w/view","link")
Custom Tank Skins	----Panther M10	
Custom Tank Skins	------Panther M10 Gulf  by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Panther M10 FC Carl Zeiss Jena  by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----Panther I	
Custom Tank Skins	------Deh0mbreS dark-yellow "dunkelgelb"	=HYPERLINK("https://drive.google.com/file/d/1056NTBdYkEHiXecm1YphMH1VdyFp5Me4/view","link")
Custom Tank Skins	------Panther I Schmalturm	=HYPERLINK("https://drive.google.com/file/d/1oMKlUxmUv8teRGL4bGIZpOqG7beNmTUF/view","link")
Custom Tank Skins	----VK 30.01 P	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/1032/details","link")
Custom Tank Skins	----PzIV_AusfH	
Custom Tank Skins	------PzIV_AusfH  "Kampfwert gesteigert" Reinforced	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/634-deh0mbres-renewed-remod-pziv-k-kampfwert-gesteigert","link")
Custom Tank Skins	------PzIV_AusfH  "Kampfwert gesteigert" Reinforced with Skin	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/635-deh0mbres-renewed-remod-pziv-k-kampfwert-gesteigert-with-skin","link")
Custom Tank Skins	--Tank Destroyer	
Custom Tank Skins	----Hetzer	
Custom Tank Skins	------Hetzer Mirukii Remodel	=HYPERLINK("https://wgmods.net/252/details","link")
Custom Tank Skins	------Thundertank	=HYPERLINK("https://wgmods.net/2843/details","link")
Custom Tank Skins	----E-25	
Custom Tank Skins	------with sideskirts	=HYPERLINK("https://wgmods.net/2004/details","link")
Custom Tank Skins	------Gold	=HYPERLINK("https://wgmods.net/2068/details","link")
Custom Tank Skins	------E-25 as F1-car	=HYPERLINK("https://wgmods.net/2268/details","link")
Custom Tank Skins	------"The running lawn"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p103/E_25_"the_running_lawn"_.html","link")
Custom Tank Skins	----Grille 15	
Custom Tank Skins	------New Year Offensive	=HYPERLINK("https://wgmods.net/2635/details","link")
Custom Tank Skins	----Skorpion G	
Custom Tank Skins	------Carbornium Edition	=HYPERLINK("https://wgmods.net/2669/details","link")
Custom Tank Skins	------Skorpion G Removal	=HYPERLINK("https://wgmods.net/1563/details","link")
Custom Tank Skins	------Blue	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p105/Rheinmetall_Skorpion_G_%22blue%2C_green%2C_hot_pink%22.html","link")
Custom Tank Skins	------Green	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p105/Rheinmetall_Skorpion_G_%22blue%2C_green%2C_hot_pink%22.html","link")
Custom Tank Skins	------Hot Pink	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p105/Rheinmetall_Skorpion_G_%22blue%2C_green%2C_hot_pink%22.html","link")
Custom Tank Skins	------White	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p105/Rheinmetall_Skorpion_G_%22blue%2C_green%2C_hot_pink%22.html","link")
Custom Tank Skins	------RazerTeck's Scorpion	=HYPERLINK("https://wgmods.net/3116/","link")
Custom Tank Skins	------Mirukii Black Remodel	=HYPERLINK("https://wgmods.net/120/details","link")
Custom Tank Skins	----KanonenJagdPanzer or Jagdpanther III	
Custom Tank Skins	------Jagdpanther III with skin by Sgt_Krollnikow51	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/615-deh0mbres-renewed-wwii-kanonen-jgdpz-wwii-remod-with-my-skin","link")
Custom Tank Skins	------Jagdpanther III dark-yellow	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/614-deh0mbres-renewed-kanonen-jgdpz-wwii-remod-jagdpanther-iii","link")
Custom Tank Skins	----Jagdtiger	
Custom Tank Skins	------Jagdtiger No. 201 O.Carius	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/611-deh0mbres-veteran-remod-renewed-for-jgdpzvi-jagdtiger-with-skin-of-otto-carius","link")
Custom Tank Skins	------Veteran green	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/610-dehombres-veteran-remod-for-german-heavy-tank-hunter-jagdtiger-renewed","link")
Custom Tank Skins	----JAGDPANZER E-100	
Custom Tank Skins	------Deh0mbreS_RENEWED by Sgt_Krollnikow51	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/633-deh0mbres-renewed-jagdpanzer-e100-german-heavy-td-remod","link")
Custom Tank Skins	Japan	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----Type 5	
Custom Tank Skins	------Godzilla	
Custom Tank Skins	----Type 4	
Custom Tank Skins	------Red-Silver Reskin by HG_Skins	=HYPERLINK("https://wgmods.net/3041/details","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----Chi-Nu-Kai	
Custom Tank Skins	------Chi-Nu-Kai "Akatsuki-Pain"	=HYPERLINK("https://wgmods.net/2302/details","link")
Custom Tank Skins	Poland	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----60TP	
Custom Tank Skins	------Brave_Monster_Hunter (The Witcher/Geralt)	=HYPERLINK("https://wgmods.net/2391/details","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----Pudel	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/637-deh0mbres-renewed-remod-polish-panther-pudel-premium-tank","link")
Custom Tank Skins	----Pudel grey	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/638-deh0mbres-renewed-remod-polish-panther-pudel-premium-tank-in-german-panzergrau","link")
Custom Tank Skins	----Pudel Barkmann	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/639-deh0mbres-renewed-remod-polish-panther-pudel-w-skin-of-ebarkmann","link")
Custom Tank Skins	--Lights	
Custom Tank Skins	----TKS 20	
Custom Tank Skins	------"Battle Fiat 126 P"	=HYPERLINK("https://wgmods.net/2089/details","link")
Custom Tank Skins	Sweden	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----Kranvagn	
Custom Tank Skins	------Deh0mbreS	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/621-deh0mbres-renewed-remod-for-the-kranvagn-swedish-heavy-tank","link")
Custom Tank Skins	------Krampusvagn	=HYPERLINK("https://wgmods.net/2645/details","link")
Custom Tank Skins	--Tank Destroyer	
Custom Tank Skins	----UDES 03	
Custom Tank Skins	------Chaotic Pattern by psyartax	=HYPERLINK("https://wgmods.net/2418/details","link")
Custom Tank Skins	------Magma Pattern by psyartax	=HYPERLINK("https://wgmods.net/2453/details","link")
Custom Tank Skins	------Dark Matter Camo by psyartax	=HYPERLINK("https://wgmods.net/2212/details","link")
Custom Tank Skins	----STRV 103B	
Custom Tank Skins	------Swedish Blue by PeNeTrAtOrX	=HYPERLINK("https://wgmods.net/1287/details","link")
Custom Tank Skins	----STRV S1	
Custom Tank Skins	------Baby Blue	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p109/Strv_S1_"Poison_Green"_%26_"baby_blue"_.html","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/122/details","link")
Custom Tank Skins	------Poison Green	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p109/Strv_S1_"Poison_Green"_%26_"baby_blue"_.html","link")
Custom Tank Skins	USA	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----T110E5 Heavy	
Custom Tank Skins	------Murikii Remodel	=HYPERLINK("https://wgmods.net/128/","link")
Custom Tank Skins	------OM Edition (RIP OMC Modpack)  by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------OMNI Edition (RIP OMC Modpack) by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----T57 Heavy	
Custom Tank Skins	------T57 Deh0mbreS	=HYPERLINK("http://93.190.92.81/panzer/index.php?/files/file/627-deh0mbres-renewed-t57-us-heavy-tank-uml-version","link")
Custom Tank Skins	------New Year Offensive	=HYPERLINK("https://wgmods.net/2635/details","link")
Custom Tank Skins	------NVIDIA-Style black	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p70/T57_%22Nvidia-Style_black%22.html","link")
Custom Tank Skins	----M103 Heavy	
Custom Tank Skins	------Candy Apple Red by HG_Skins	=HYPERLINK("https://wgmods.net/3051/details","link")
Custom Tank Skins	----T34 Heavy	
Custom Tank Skins	------T34 by HG_Skins	=HYPERLINK("https://wgmods.net/3225/details","link")
Custom Tank Skins	------Independence Skin by Mirukii	=HYPERLINK("https://wgmods.net/2754/details","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/305/details","link")
Custom Tank Skins	----T34 B Heavy	
Custom Tank Skins	------T34 B by HG_Skins	=HYPERLINK("https://wgmods.net/3405/","link")
Custom Tank Skins	----T32 Heavy	
Custom Tank Skins	------ReModel by ShimadaReModel	=HYPERLINK("https://wgmods.net/1348/details/","link")
Custom Tank Skins	----M6 Heavy	
Custom Tank Skins	------Dragon-Style	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p118/M6_"Dragon_skin".html","link")
Custom Tank Skins	--Light	
Custom Tank Skins	----M24 Chaffee	
Custom Tank Skins	------Redbull Racing Skin by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----M5 Stuart	
Custom Tank Skins	------Hot Wheels Racing Skin by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----M551 Sheridan	
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/139/details","link")
Custom Tank Skins	----T71 DA	
Custom Tank Skins	------Joker by Yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----T49	
Custom Tank Skins	------Carbornium Edition	=HYPERLINK("https://wgmods.net/2646/details","link")
Custom Tank Skins	------Iron Man by PeNeTrAtOrX	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p5/T49_%22Iron_Man%22.html","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/136/details","link")
Custom Tank Skins	------Star Wars Rey by Hellinger	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----59 Patton	
Custom Tank Skins	------The Predators	=HYPERLINK("https://wgmods.net/1418/","link")
Custom Tank Skins	----M4A3E8	
Custom Tank Skins	------M4FL10E8 By HG_Skins	=HYPERLINK("https://wgmods.net/2104/","link")
Custom Tank Skins	----M48A5 Patton	
Custom Tank Skins	------M60A1 Mirukii Remodel	=HYPERLINK("https://wgmods.net/1156/details","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/282/details","link")
Custom Tank Skins	----M60	
Custom Tank Skins	------M-60 "Intel-Style"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p94/M60_%22Intel-Style%22.html","link")
Custom Tank Skins	------Mirukii Remodel	=HYPERLINK("https://wgmods.net/1157/details","link")
Custom Tank Skins	----T25 Pilot	
Custom Tank Skins	----T26E4 SuperPershing	
Custom Tank Skins	------Freedom Skin by Mirukii	=HYPERLINK("https://wgmods.net/2757/details","link")
Custom Tank Skins	------"AMD Ryzen-Style"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p93/T26E4_Super_Pershing_%22AMD_Ryzen_Style%22.html","link")
Custom Tank Skins	----T95E2	
Custom Tank Skins	------Classic's T95E1 Remodel	=HYPERLINK("https://wgmods.net/2937/","link")
Custom Tank Skins	--Tank Destroyer	
Custom Tank Skins	----T67	
Custom Tank Skins	------black friend	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p1/T67_%22black_friend%22.html","link")
Custom Tank Skins	------Copper by HG skins	=HYPERLINK("https://wgmods.net/2066/details","link")
Custom Tank Skins	------RazerTeck's T67	=HYPERLINK("https://wgmods.net/2262/details","link")
Custom Tank Skins	----M18 Hellcat	
Custom Tank Skins	------RESKIN_by_HG_Skins	=HYPERLINK("https://wgmods.net/2238/details","link")
Custom Tank Skins	------baby blue	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p102/Hellcat_%22baby_blue%22.html","link")
Custom Tank Skins	----T25 AT	
Custom Tank Skins	------NVIDIA-Style white	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p126/T25_AT_"Nvidia-Style_white".htmlv","link")
Custom Tank Skins	----TS-5 By psyartax	=HYPERLINK("https://wgmods.net/3213/","link")
Custom Tank Skins	----T30	
Custom Tank Skins	------T30 Patriot by Carbornium	=HYPERLINK("https://wgmods.net/2566/details","link")
Custom Tank Skins	----T110E4	
Custom Tank Skins	------Flaming Dragon Skin	=HYPERLINK("https://wgmods.net/3043/details","link")
Custom Tank Skins	USSR	
Custom Tank Skins	--Heavy	
Custom Tank Skins	----Churchill III	
Custom Tank Skins	------8bits-Mammoth	=HYPERLINK("https://wgmods.net/2289/details","link")
Custom Tank Skins	------LendLease_Heavy_Guards_Tank_Brigade_Poland_1944	=HYPERLINK("https://wgmods.net/830/details","link")
Custom Tank Skins	----IS-3A	
Custom Tank Skins	------TNXL by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------GIRLS&UWE by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------DSS CAMO by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------DSS EXPLOSIV by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Fatherland Reskin by HG_Skins	=HYPERLINK("https://wgmods.net/2895/details","link")
Custom Tank Skins	------NVIDIA-Style black	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p75/IS-3_%26_IS-3_auto_"Nvidia-Style_black".html","link")
Custom Tank Skins	----IS-3	
Custom Tank Skins	------TNXL by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------GIRLS&UWE by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------Luke Skywalker	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	------NVIDIA-Style black	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p75/IS-3_%26_IS-3_auto_"Nvidia-Style_black".html","link")
Custom Tank Skins	------DSS CAMO by YodaSchlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	------DSS EXPLOSIV by yodaschlumpf	=HYPERLINK("https://www.facebook.com/TankRaceSkins/\r\nhttps://wot.modhoster.de/mods/yodaschlumpf-race-tank#images\r\nhttps://www.modhoster.de/community/user/yodaschlumpf#t4","link")
Custom Tank Skins	----IS-6	
Custom Tank Skins	------"Red Bull-Style"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p101/IS-6_%26_IS-6_Black_Edition_"Red_Bull-Style".html","link")
Custom Tank Skins	----IS-7	
Custom Tank Skins	------New Year Offensive	=HYPERLINK("https://wgmods.net/2635/details","link")
Custom Tank Skins	----KV-5	
Custom Tank Skins	------Alex23_Z`s KV-5 remodel "KV-5-152" v1.4.0.1	=HYPERLINK("https://wgmods.net/3015/details","link")
Custom Tank Skins	------Nvidia-Style black	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p76/KV-5_"Nvidia-Style_black".html","link")
Custom Tank Skins	----KV-2	
Custom Tank Skins	------KV2 Carbornium Edition	=HYPERLINK("https://wgmods.net/2512/details","link")
Custom Tank Skins	------Kono Subarashii Sekai Ni Shukufuku Wo!	=HYPERLINK("https://wgmods.net/2312/details","link")
Custom Tank Skins	------EVIL_SMILE_FACE	=HYPERLINK("https://wgmods.net/1905/details","link")
Custom Tank Skins	------Beutepanzer KV-2 754(r)	=HYPERLINK("https://wgmods.net/656/details","link")
Custom Tank Skins	------Darth Vader by Hellinger	=HYPERLINK("https://wgmods.net/859/details","link")
Custom Tank Skins	------Nvidia-Style black	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p77/KV-2_%22Nvidia-Style_black%22.html","link")
Custom Tank Skins	------SMASH by Nextron	=HYPERLINK("http://rykoszet.info/2017/06/02/kv-2-smash-skin-mod/","link")
Custom Tank Skins	------Valhallan_Ragnarok_Warhammer_40k-Style for Standard KV-2	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p124/_KV-2_%28R%29_Valhallan_Ragnarok_Warhammer_40k_skin_for_standard_KV-2_%28from_Soviet_tech_tree%29.html","link")
Custom Tank Skins	----KV-220-2	
Custom Tank Skins	------KV-1 KwK40 Mirukii	=HYPERLINK("https://wgmods.net/143/details","link")
Custom Tank Skins	--Light	
Custom Tank Skins	----BT-42	
Custom Tank Skins	------BT-42 Mirukii german Remodel	=HYPERLINK("https://wgmods.net/330/details","link")
Custom Tank Skins	----MT-25	
Custom Tank Skins	------MT-25 Remodeled by Penetratorx	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p4/MT-25.html","link")
Custom Tank Skins	----LTG	
Custom Tank Skins	------LTG "Nvidia-Style black" v1.2	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p120/LTG__%22Nvidia-Style_Black%22.html","link")
Custom Tank Skins	----LT-432	
Custom Tank Skins	------LT-432 "T-64 Lightweight"	=HYPERLINK("https://wgmods.net/3500/","link")
Custom Tank Skins	--Medium	
Custom Tank Skins	----K-91	
Custom Tank Skins	------"Nvidia-Style white"	=HYPERLINK("https://penetratorxmodshop.weebly.com/store/p128/K-91_%22Nvidia-Style_white%22.html","link")
